Unnamed: 0,Kingdom,Phylum,Class,Order,Family,Genus,Scientific.Name
1,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer
2,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
3,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,Addax nasomaculatus
4,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae
5,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus
7,Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Pyxicephalus,Pyxicephalus adspersus
8,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana africana
9,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,Civettictis civetta
10,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis
11,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,Loxodonta cyclotis
12,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,Psittacus erithacus
13,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,Nandinia binotata
14,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus demersus
15,Animalia,Chordata,Amphibia,Anura,Bufonidae,Nectophryne,Nectophryne afra
16,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon,Lycaon pictus
17,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
29,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,Thunnus alalunga
30,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,Geochelone gigantea
31,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Alligator mississippiensis
32,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,Atractosteus spatula
33,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,Vicugna pacos
35,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra aegagrus hircus
40,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta americana
48,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus Linnaeus,Turdus migratorius
50,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus
52,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera pardus orientalis
55,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eulagisca,Eulagisca gigantea
56,Animalia,Chordata,Mammalia,Xenarthra,Myrmecophagidae,Tamandua,Myrmecophaga Tridactyla
59,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes lagopus
60,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus Arcticus
61,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canus Lupus Arcticus
62,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruriodes,Centruroides sculpturatus
63,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,Dasypodidae
64,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna unipuncta
65,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus
66,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa mandarinia
67,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,Paradoxurus hermaphroditus
68,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus tibetanus
79,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Recurvirostra,Recurvirostra
80,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum
81,Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis
82,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio
83,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus Bactrianus
84,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidiinae,Taxidea Taxus
85,Animalia,Chordata,Mammalia,Cetartiodactyla,Lipotidae,Liptodes,Liptodes vexillifer
86,Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eubalaena and Balaena,Mysticeti
88,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx balcanicus
89,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,Hemigalus Derbyanus
90,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles
91,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,Barbus Barbus
93,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto alba
94,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica
95,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena
96,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Lates,Lates calcarifer
97,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix varia
99,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,Cetorhinus Maximus
104,Animalia,Chordata,Mammalia,Chiroptera,Microchiroptera,Emballonuridae,Chiroptera
106,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris
113,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursidae
115,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,Pogona Vitticeps
119,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos x Bison,Bos taurus ï¿½ Bison bison
122,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,Huso huso
123,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Tigris
130,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis
131,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Macrotis lagotis
132,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctictis,Arctictis binturong
134,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison Bison
136,Animalia,Chordata,Actinopterygii,Istiophoriformes,Istiophordae,Istiompax,Istiompax Indica
137,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Diceros Bicornis
139,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,Sphex pensylvanicus
140,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus
141,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes
142,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae,Psychrolutes,Psychrolutes marcidus
144,Animalia,Chordata,Aves,Passeriforme,Cardinalidae,Passerina,Passerina caerulea
145,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,Cyclura lewisi
146,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata
149,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca
150,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balsenoptera musculus
152,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus
153,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,Dolichonyx oryzivorus
158,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus eurycerus
159,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Sarda,Sarda
160,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo
161,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,Pan paniscus
166,Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus
167,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus borneensis
169,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,Tursiops Truncatus
171,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,Amia calva
172,Animalia,Chordata,Mammalia,Artiodactyla,Balaenidae,Balaena,Balaena mysticetus
173,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,Terrapene carolina
183,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia micra
184,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus arctos
185,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,Hyaena brunnea
188,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,Melopsittacus undulatus
189,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,Syncerus caffer
190,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus Leucas
193,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
196,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python bivittatus
197,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,Athene cunicularia
198,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus erimicus
199,Animalia,Chordata,Amphibia,Gymnophiona,Caecilidae,Caecilia Linnaeus,Apoda
200,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Caimaninae,"Caiman crocodilus, Melanosuchus niger, Caiman yacare, Paleosuchus palpebrosus, Paleosuchus trigonatus, Caiman latirostris"
202,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus dromedarius
204,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx canadensis
206,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus ferus caballus
208,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera leo melanochaitus
209,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris
210,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,Caracal Caracal
211,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus
213,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,ï¿½Conuropsis,ï¿½Conuropsis carolinensis
222,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,Rupicapra rupicapra
225,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,Acinonyx jubatus
227,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
229,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes
230,Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla Lanigera
231,Animalia,Chordata,Reptilia,Crocodilia,Alligatoridae,Alligator,Aliigator sinensis
233,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser cygnoides domesticus
234,Animalia,Chordata,Actinopterygii,Acipenseriformes,Polyodontidae,Psephurus,Psephurus gladius
237,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis Antarcticus
243,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Gecarcoidea,Gecarcoidea natalis
244,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,Neofelis nebulosa
246,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua nasua
248,Animalia,Chordata,Sarcopterygii,Coelacanthiformes,Latimeriidae,Latimeria,Coelacanthiformes
249,Animalia,Chordata,Mammalia,Atriodactyla,Tayassuidae,Pecari,Pecari tajacu
251,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Mesonychoteuthis,Mesonychoteuthis hamiltoni
252,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo buteo
253,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,Rana temporaria
254,Animalia,Arthropoda,Arachnida,aranae,Theridiidae,Parasteatoda,Parasteatoda tepidariorum
255,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,Gavia Immer
256,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus corax
257,Animalia,Chordata,Amphibia,Anura,Bufonidae,Bufo,Bufo Bufo
262,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Oedipus
263,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Felis Concolor
264,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos Taurus
265,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis latrans
266,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca Fascicularis
267,Animalia,Chordata,Mammalia,Carnivora,Pinnipedia,Lobodon,Lobodon carcinophaga
268,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes robustus
269,Animalia,Chordata,Reptilia,Crocodilia,Crocodylidae,Crocodylus,Crocodylus acutus
270,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
271,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla diehli
272,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Cuculidae
274,Animalia,Chordata,Mammalia,Marsupialia,Phalangeridae,Phalanger,Phalanger maculatus
283,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,Schistocerca gregaria
284,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,Breviceps macrops
285,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus Agassizii
288,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,Cuon alpinus
289,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus Dingo
291,Animalia,Chordata,Aves,Columbiformes,Columbidae,Raphus,Raphus cucullatus
294,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus Asinus
298,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,canis lupus familiaris
299,Animalia,Chordata,Reptilia,Squamata,Agamidae,Draco,Draco volans
301,Animalia,Chordata,Mammalia,Sirenia,Dugongidae,Dugong,Dugong Dugon
303,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,Lagenorhynchus obscurus
304,Animalia,Annelida,Clitellata,Opisthopora,Limbricidae,Lumbricus Linnaeus,Lumbricina
305,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia sialis
306,Animalia,Chordata,Reptilia,Squamata,Phyrnosomatidae,Sceloporus,Sceloporus undulatas
307,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla berengei
308,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Gorilla Berengei Graueri
309,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis phoebe
310,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus Aculeatus
311,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,Pelophylax kl. esculentus
313,Animalia,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Electrophorus,Electrophorus Electricus
314,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga
315,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus
316,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis
317,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,Aptenodytes forsteri
318,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Imperator
319,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,Dromaius novaehollandiae
329,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea
333,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama
334,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens
335,Animalia,Arthropoda,Arachnida, Araneae,Theridiidae,Steatoda,Steatoda grossa
336,Animalia,Chordata,Actinopterygii,Beryciformes,Anoplogastridae,Anoplogaster,Anoplogaster
338,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda
339,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo
340,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis
343,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera Physalus
345,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina
346,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pekania,Pekania pennanti
347,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus viverrinus
349,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus
350,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor couguar
351,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys
352,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromyini,Pteromyini
354,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta ferox
360,Animalia,Chordata,Aves,Pelecaniformes,Fregatidae,Fregata,Fregata
361,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,Chlamydosaurus kingii
362,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus,Chlamydoselachus anguineus
363,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,Arctocephalinae
364,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus Mendiculus
365,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,Chelonoidis nigra
366,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,Genetta genetta
367,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua
368,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Geoffroyi
375,Animalia,Chordata,Reptilia,Crocodilia,Gavialidae,Gavialis,Gavialis gangeticus
376,Animalia,Mollusca,Gastropoda,Achatinoidea,Achatinidae,Achatina,Achatina fulica
377,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Priodontes,Priodontes maximus
378,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,Tridacna gigas
379,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,Ailuropoda melanoleuca
382,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,Hylobatidae
383,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,Heloderma suspectum
384,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis
385,Animalia,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,Ophisaurus
391,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Leontopithecus rosalia
392,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,Tyto aurantia
394,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,Oriolus oriolus
399,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon jubatus
401,Animalia,Chordata,Amphibia,Anura,Conrauidae,Conraua,Conraua goliath
402,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Geomys,Geomys bursarius
403,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus polyphemus
405,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,Erythrura gouldiae
406,Animalia,Chordata,Mammalia,Carnivora,Canidae,Urocyon,Urocyon cinereoargenteus
407,Animalia,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla versicolor
408,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,Ardea herodias
409,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus
413,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,Carcharodon carcharias
415,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis carolinensis
416,Animalia,Chordata,Aves,Coraciiformes,Meropidae,Merops,Merops orientalis
417,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates clamitans
419,Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,Somniosus,Somniosus microcephalus
420,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus murinus
421,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus Amblyrhynchos
422,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,Halichoerus Grypus
425,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus Arctos Horriblis
427,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tetraoninae,Tetraoninae
428,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia porcellus
429,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata
430,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Melanogrammus, Melanogrammus aeglefinus
431,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina
432,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Ariopsis,Ariopsis felis
433,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus
434,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,Pagophilus groenlandicus
435,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,Harpia harpyja
439,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus Hawaiiensis
440,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,Neomonachus schauinslandi
441,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dynastes,Dynastes hercules
444,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius
445,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus cinereus
447,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla,Ectophylla alba
448,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,Mellivora Capensis
449,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Cystophora,Cystophora cristata
451,Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus francisci
452,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Ceratophrys,Ceratophrys Ornata
453,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus
454,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus
455,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
456,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Alouatta
457,Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo Sapiens Sapiens
458,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti
459,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,Dosidicus gigas
460,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae
466,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta Crocuta
469,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Oceaniidae,Turritopsis,Turritopsis dohrnii
470,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros Melampus
471,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis
472,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus
473,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,Ratufa indica
474,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Funambulus Palmarum
475,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Unicornis
476,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,Geochelone elegans
477,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Corbetti
478,Animalia,Chordata,Mammalia,Primates,Indriidae,Indri,Indri indri
484,Animalia,Chordata,Aves,Piciformes,Picidae,Campephilus,Campephilus principalis
485,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana Brisson,Jacanidae
488,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Aureus
489,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca
490,Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi
491,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Popillia,Popillia japonica
493,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fuscata
495,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus lis
497,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Rhinoceros Sondaicus
499,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,Trichonephila clavata
501,Animalia,Chordata,Aves,Psittaciformes,Nestoridae,Strigops,Strigops habroptilus
503,Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus
506,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
